extension_pct,regime,component,increment_kW,share_pct
6,4,T4,-0.012242404242908652,-0.012210528344792445
6,5,U1,41.5195304917404,42.88829944022272
6,5,U2,20.13533545118153,20.799134429793178
6,5,U3,54.371889496487704,56.16436048861294
6,5,U4,-19.186278602967743,-19.818790148200588
6,5,T1,0.15203235100060966,0.1570443816943526
6,5,T2,-0.5487273765868397,-0.5668172004687269
6,5,T3,0.12985442269514763,0.13413531651796132
6,5,T4,0.23488971327509522,0.24263329182815288
6,6,U1,-28.77020336044775,-25.091533596894195
6,6,U2,65.96690394800115,57.532119810104916
6,6,U3,44.509947503550016,38.81873302003456
6,6,U4,32.96573085230203,28.75060467469128
6,6,T1,-0.6416588018144912,-0.5596138192615339
6,6,T2,0.5344142839345926,0.4660820012985926
6,6,T3,0.207409878624036,0.18088964727226567
6,6,T4,-0.11154421283232682,-0.0972817372458742
6,7,U1,23.036321481981066,21.112799994555505
6,7,U2,11.3235516613959,10.378040679891951
6,7,U3,27.945344284189513,25.611921812802777
6,7,U4,46.771770854387526,42.86635104533813
6,7,T1,0.08616186979575631,0.0789673961434183
6,7,T2,0.3618327200156313,0.3316198662686428
6,7,T3,-0.216263108040367,-0.19820524513120133
6,7,T4,-0.19803104445714353,-0.181495549869234
7,0,U1,-1.3556901995177502,-1.215483478465876
7,0,U2,13.740697441001286,12.319621937280761
7,0,U3,41.78871624807448,37.46688897205382
7,0,U4,57.36133424998803,51.428972569412146
7,0,T1,1.8643489967065663e-13,1.6715363173661368e-13
7,0,T2,-3.1358339555411004e-10,-2.811523138198064e-10
7,0,T3,9.491086213172107e-14,8.509509391533303e-14
7,0,T4,4.6276470271754975e-14,4.149051536777668e-14
7,1,U1,53.08228391427245,48.326579422107784
7,1,U2,45.09755047380122,41.05720767844886
7,1,U3,-19.757626269264282,-17.98751720321509
7,1,U4,31.418555595555564,28.603730102658215
7,1,T1,4.6608724917664157e-14,4.243299421958459e-14
7,1,T2,-2.3354687983474347e-14,-2.1262313911260588e-14
7,1,T3,2.372771553293027e-13,2.1601921482112845e-13
7,1,T4,0.0,0.0
7,2,U1,47.276588995391045,45.600995533896246
7,2,U2,-2.3711015327547456,-2.2870641199623063
7,2,U3,27.037949085594143,26.079660603646605
7,2,U4,31.731030302294588,30.60640798856968
7,2,T1,-6.3760502643739975e-09,-6.1500680528783915e-09
7,2,T2,-7.006406395042304e-14,-6.758082880305384e-14
7,2,T3,-4.7455431065860536e-14,-4.577349902092969e-14
7,2,T4,-4.6276470271754975e-14,-4.463632336910998e-14
7,3,U1,35.83071893375264,32.8296563055009
7,3,U2,14.262112367799975,13.067564959860238
7,3,U3,44.467837090350216,40.74335798353202
7,3,U4,14.536895730436187,13.319333375964186
7,3,T1,-0.07537885183426359,-0.06906536826675311
7,3,T2,0.514011315645379,0.47095942621123366
7,3,T3,9.908091227666281e-06,9.078222244137515e-06
7,3,T4,-0.3948904831173332,-0.36181576102406965
7,4,U1,-48.823277367616114,-48.69615488340363
7,4,U2,53.7229745847413,53.58309462672304
7,4,U3,54.61212236077828,54.46992730471219
7,4,U4,40.761226980700265,40.65509587454122
7,4,T1,-0.5212038646690633,-0.5198467921079775
7,4,T2,0.36154498288281645,0.36060361845878236
7,4,T3,0.15990713389705413,0.1594907793792852
7,4,T4,-0.01224240418089818,-0.012210528302912953
7,5,U1,41.51947647156183,42.88824368058901
7,5,U2,20.13549416074522,20.79929839160212
7,5,U3,54.3717258078595,56.1641914579259
