held_out_day,r2,mae_kW,rmse_kW
2024-05-01,0.9864158755559309,4.763790802100958,5.915332987547194
2024-05-02,0.9828122392978219,4.7742019017269754,5.917641831239698
2024-05-03,0.9905963456012589,4.745449402030426,5.88120812563182
2024-05-04,0.988620396651919,4.7047759296465905,5.952515223602585
2024-05-05,0.9759721727098022,4.806220683073308,6.090267764292446
2024-05-06,0.9885557273246348,4.764024875257295,5.9624029125649844
2024-05-07,0.9929565125496063,4.8487299068878835,5.980793681135338
