regime,label,parameter,parameter_type,direction,delta_power_kW,p95_reduction_mgNm3,reduction_per_added_kW,dust_load_relief,dust_relief_per_added_kW,dust_load_index,relative_dust_slack,dust_constraint_active,primary_action_class,primary_parameter
1,R2,U3_kV,电压,上限处反向差分,5.841402177350119,0.3633996648093518,0.06221103320336756,0.0,0.0,1.0982096871786071,0.24261400884233988,False,电压优先,U3_kV
1,R2,U4_kV,电压,上限处反向差分,5.674846793845973,0.3525608692140949,0.06212694051871599,0.0,0.0,1.0982096871786071,0.24261400884233988,False,电压优先,U3_kV
1,R2,U1_kV,电压,提高1%,8.068081851683019,0.4893614313397343,0.060653999344051336,0.0,0.0,1.0982096871786071,0.24261400884233988,False,电压优先,U3_kV
1,R2,U2_kV,电压,上限处反向差分,8.587078017410931,0.5207821003103579,0.06064718397275929,0.0,0.0,1.0982096871786071,0.24261400884233988,False,电压优先,U3_kV
1,R2,T2_s,振打周期,缩短1%,1.8822216636626763,0.026825460682523783,0.014252019940267422,0.003386399724821354,0.0017991503286768301,1.0982096871786071,0.24261400884233988,False,电压优先,U3_kV
1,R2,T1_s,振打周期,缩短1%,1.8716893507444183,0.026481430388260563,0.014148411101301734,0.0033865885671207074,0.0018093753462740893,1.0982096871786071,0.24261400884233988,False,电压优先,U3_kV
1,R2,T4_s,振打周期,缩短1%,1.056707025819378,0.010121896665879149,0.009578716161208978,0.0021128399367329465,0.0019994566943421573,1.0982096871786071,0.24261400884233988,False,电压优先,U3_kV
1,R2,T3_s,振打周期,缩短1%,1.0921944142255597,0.00924321268101913,0.008462973771545241,0.0020962686431114097,0.001919318223759464,1.0982096871786071,0.24261400884233988,False,电压优先,U3_kV
