date,n_train,n_test,train_mean_mgNm3,test_mean_mgNm3,absolute_mean_error_mgNm3,ks_distance,ks_pvalue,wasserstein_mgNm3,interval_lower_mgNm3,interval_upper_mgNm3,interval_coverage
2024-05-01,3875,664,49.759538064516136,49.7721686746988,0.012630610182661428,0.04023357947920715,0.30848552325446477,0.014061601243684323,49.34,49.99,0.9713855421686747
2024-05-02,3889,650,49.76320647981486,49.750492307692305,0.012714172122556988,0.03751330181775026,0.40216082717199997,0.013074066894792007,49.34,49.99,0.9692307692307692
2024-05-03,3869,670,49.759816490049104,49.77044776119403,0.01063127114492346,0.028286841831164672,0.7380906039866774,0.010631271144921524,49.32,49.99,0.9850746268656716
2024-05-04,3895,644,49.762256739409494,49.756118012422355,0.006138726987138909,0.03509436369290139,0.4916118895749586,0.0077344102568190215,49.3335,49.99,0.9736024844720497
2024-05-05,3875,664,49.761747096774194,49.75927710843374,0.0024699883404508682,0.017271667314418968,0.9947075916149627,0.005870415856976367,49.33,49.99,0.9789156626506024
2024-05-06,3907,632,49.75954184796519,49.77278481012659,0.013242962161399419,0.04540657307720968,0.20492325117465912,0.013564650270692206,49.33,49.99,0.9762658227848101
2024-05-07,3924,615,49.76356778797145,49.74746341463415,0.0161043733373063,0.050397802143159046,0.1292647857285432,0.016294448173839404,49.34,49.99,0.9707317073170731
